Name,ID,Gender,Age,Country,Genres,Popularity,Followers,URI
Rameez,3AXBTCwD2Febax071yFLDd,male,0,,[],39,2005,spotify:artist:3AXBTCwD2Febax071yFLDd
DJane HouseKat,64tnAMgE8bc2zTMBcBsLdx,female,32,,['german dance'],51,34002,spotify:artist:64tnAMgE8bc2zTMBcBsLdx
Matti Nykänen,2MEWgRS9kjwxFXxbFBTnPO,male,55,FI,[],25,5033,spotify:artist:2MEWgRS9kjwxFXxbFBTnPO
FROMTHEHEART,72bOzRJAiKDKqDmltn7uze,male,0,,"['glitchcore', 'hyperpop']",16,10361,spotify:artist:72bOzRJAiKDKqDmltn7uze
7 Minutoz,2563ILWHSx52eOxOoi5rJW,male,36,MX,"['nerdcore brasileiro', 'rap geek']",61,5591179,spotify:artist:2563ILWHSx52eOxOoi5rJW
Robin Mos,7bp4wEmsph6c7BaMaOOzDg,,0,,[],9,2321,spotify:artist:7bp4wEmsph6c7BaMaOOzDg
Tim Berg,7iLc4hrjOjQPfg1E3cCHg1,male,28,SE,"['edm', 'electro house', 'pop dance', 'progressive electro house']",49,213629,spotify:artist:7iLc4hrjOjQPfg1E3cCHg1
Shankar Mahadevan,1SJOL9HJ08YOn92lFcYf8a,male,53,IN,['filmi'],73,8681376,spotify:artist:1SJOL9HJ08YOn92lFcYf8a
Defano Holwijn,5pGeI9pmfUEoHGn9w3NjqM,male,0,XE,"['dutch hip hop', 'dutch rap pop']",37,6683,spotify:artist:5pGeI9pmfUEoHGn9w3NjqM
Osher Cohen,2LUB7PhWK2j2obgSTeD3GN,male,0,IL,['israeli mediterranean'],54,205794,spotify:artist:2LUB7PhWK2j2obgSTeD3GN
Rasmus Paludan,6c861ZMj0onDU8u4vf4tBK,female,0,,[],16,325,spotify:artist:6c861ZMj0onDU8u4vf4tBK
Micky Skeel,3ml6MvdCLzBBhK2zT9AhOl,male,31,DK,['danish pop'],44,7924,spotify:artist:3ml6MvdCLzBBhK2zT9AhOl
The Crystals,7rewR1TVjhisjI6gauUamf,mixed,60,US,"['classic girl group', 'doo-wop', 'rock-and-roll']",52,115971,spotify:artist:7rewR1TVjhisjI6gauUamf
Sashi,4wigCafxmP3Dxxaa6FHGtz,,0,,['reggaeton chileno'],9,966,spotify:artist:4wigCafxmP3Dxxaa6FHGtz
Dash Y Cangri,7cxvGk3OKObcoj6K6Ohfma,,0,,['reggaeton chileno'],25,55741,spotify:artist:7cxvGk3OKObcoj6K6Ohfma
Brasco,1oF9VGP4yn9vVu1sPDLAyr,male,0,FR,['dutch hip hop'],39,2612,spotify:artist:1oF9VGP4yn9vVu1sPDLAyr
Movimiento Original,50u2mXgysmTttY0BizYWAo,mixed,0,CL,['rap chileno'],60,867170,spotify:artist:50u2mXgysmTttY0BizYWAo
Daniel Powter,7xTcuBOIAAIGDOSvwYFPzk,male,49,CA,"['canadian pop', 'neo mellow', 'pop rock']",56,262479,spotify:artist:7xTcuBOIAAIGDOSvwYFPzk
Ammy The Bottom Blues,4mNN31oshOzZr3yx4aXI3n,,0,JP,['thai pop'],35,65324,spotify:artist:4mNN31oshOzZr3yx4aXI3n
Jay Santos,4hRoKcngdOyw6Z7mR9DHJ1,,0,,['electro latino'],37,31039,spotify:artist:4hRoKcngdOyw6Z7mR9DHJ1
Mc Denny,7dUNKhz7HdxExteqcREGLi,,0,,[],42,80706,spotify:artist:7dUNKhz7HdxExteqcREGLi
KADR,5IbdRuOxSxGes8BU3lKmBx,mixed,44,BE,['turkish trap pop'],46,267441,spotify:artist:5IbdRuOxSxGes8BU3lKmBx
Jelena Karleusa,5nBItoqtPDVkiyNhzjbUO1,mixed,8,CZ,['turbo folk'],44,156499,spotify:artist:5nBItoqtPDVkiyNhzjbUO1
Ania Dąbrowska,7008bv4QLo6eziuxszbjqO,female,39,PL,['polish pop'],46,240822,spotify:artist:7008bv4QLo6eziuxszbjqO
Kyan,05qCf6M7E7AxizHVmrcPqh,male,0,GB,"['grime brasileiro', 'trap pesado']",66,643266,spotify:artist:05qCf6M7E7AxizHVmrcPqh
XINDL X,2pQJyBmoLjRouM3bg8doKu,male,40,CZ,['czech pop'],44,185388,spotify:artist:2pQJyBmoLjRouM3bg8doKu
Us The Duo,3QGKsAfhZdldQCLuLjk6zl,mixed,9,US,"['folk-pop', 'viral pop']",48,426791,spotify:artist:3QGKsAfhZdldQCLuLjk6zl
Emcee Rhenn,3uWiJPiieoALNDN6Ak3jtd,male,0,PH,"['pinoy hip hop', 'tagalog rap']",51,20763,spotify:artist:3uWiJPiieoALNDN6Ak3jtd
Krissy Booth,57hRPXb5bOlmU6HSAVAwAs,mixed,12,PH,[],13,4177,spotify:artist:57hRPXb5bOlmU6HSAVAwAs
Samir Badran,3qYiG2OKLj2WAKQVdIbigB,male,0,,['swedish idol pop'],13,8866,spotify:artist:3qYiG2OKLj2WAKQVdIbigB
Adesse,7EWemnOZ5SxADQ1z8bf0r9,male,0,DE,['german pop'],27,9040,spotify:artist:7EWemnOZ5SxADQ1z8bf0r9
Shankar-Ehsaan-Loy,0L5GV6LN8SWWUWIdBbTLTZ,mixed,0,IN,"['filmi', 'modern bollywood']",68,4926639,spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ
Bendik,4krYRNHjKcETSEY2Ghf9Mo,mixed,0,NO,"['norwegian indie', 'norwegian pop']",30,17580,spotify:artist:4krYRNHjKcETSEY2Ghf9Mo
Ashok Mastie,4Tgckldx1Aq3eGdjsBig1I,,0,,['punjabi pop'],10,615,spotify:artist:4Tgckldx1Aq3eGdjsBig1I
joel music,2wukjJRRIwHwy6TW0UMUiD,mixed,26,,[],36,3368,spotify:artist:2wukjJRRIwHwy6TW0UMUiD
King Combs,41I5xI04kixwmonDBl0Sda,male,0,,"['cali rap', 'pop r&b']",47,103422,spotify:artist:41I5xI04kixwmonDBl0Sda
Lauri Ylönen,6q1lIEnrbuPs8r5l9PtU1y,male,41,FI,['finnish idol pop'],21,2786,spotify:artist:6q1lIEnrbuPs8r5l9PtU1y
Johannes Brahms,5wTAi7QkpP6kp8a54lmTOq,male,38,NL,"['classical', 'german romanticism', 'late romantic era']",65,932634,spotify:artist:5wTAi7QkpP6kp8a54lmTOq
JustaTee,3rjcQ5VIWCN4q7UFetzdeO,male,28,,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",54,824883,spotify:artist:3rjcQ5VIWCN4q7UFetzdeO
Leonardo Favio,7JWJRzjFr2Qt5yB9ondmoq,male,57,BR,"['bolero', 'cancion melodica', 'cantautor', 'pop romantico', 'ranchera']",57,1308657,spotify:artist:7JWJRzjFr2Qt5yB9ondmoq
TOOMANYLEFTHANDS,5tCPpDoXfTKy5yTongtDAT,mixed,10,DK,"['danish electronic', 'scandipop']",41,10614,spotify:artist:5tCPpDoXfTKy5yTongtDAT
Kavita Seth,3nQ125TJobosBH446Dsvvv,female,0,,"['filmi', 'hindi indie', 'modern bollywood', 'sufi']",62,602653,spotify:artist:3nQ125TJobosBH446Dsvvv
Hös,0ajB4yCH9z4cETf7Y2wlnT,,0,US,[],32,168,spotify:artist:0ajB4yCH9z4cETf7Y2wlnT
Kuningas Pähkinä & Setä Tamu,5eDDKdMzwO9fODuj6lUEaG,male,0,FI,"['finnish dance pop', 'finnish hip hop']",32,7376,spotify:artist:5eDDKdMzwO9fODuj6lUEaG
Boldy James,4fpwOzxFRMVGfd197dKIdY,,0,,"['alternative hip hop', 'boom bap', 'drumless hip hop']",59,174600,spotify:artist:4fpwOzxFRMVGfd197dKIdY
Tajul,5R3bXZA74wEH9GGKWBHd0v,,0,,['malaysian pop'],37,174957,spotify:artist:5R3bXZA74wEH9GGKWBHd0v
Jamie-Lee,1AP8eVUPljftzUgX7d3sGE,,0,,[],24,11517,spotify:artist:1AP8eVUPljftzUgX7d3sGE
AWADA,08Mi8yWtTfL2aWlZIG135P,,0,,['danish hip hop'],34,5613,spotify:artist:08Mi8yWtTfL2aWlZIG135P
Sanco,1kUrqRqUOsCLLvBHStRYVB,male,0,,[],36,3037,spotify:artist:1kUrqRqUOsCLLvBHStRYVB
Bud Films,0SGR9a1xLk0051gVPBxwzw,mixed,0,JP,[],4,155,spotify:artist:0SGR9a1xLk0051gVPBxwzw
Gomes Freitera,2uK6L4c7HriqKqGIqNL2Lt,,0,,[],19,244,spotify:artist:2uK6L4c7HriqKqGIqNL2Lt
Julia Medina,2W9Bqi3EV1GXFkCOvE3oSE,female,26,ES,['latin talent show'],34,43376,spotify:artist:2W9Bqi3EV1GXFkCOvE3oSE
BTNG,6cEgg5LusRPDempyGkrOBH,male,0,DE,['deep german hip hop'],30,22255,spotify:artist:6cEgg5LusRPDempyGkrOBH
Amitabh Bhattacharya,2fMqTqiTxUDlmcOEPaQSsx,male,0,,['modern bollywood'],78,281380,spotify:artist:2fMqTqiTxUDlmcOEPaQSsx
Konkona Sen Sharma,5oUYlmPTWsw9kTE3Vu6zES,female,0,,[],0,148,spotify:artist:5oUYlmPTWsw9kTE3Vu6zES
Osquel,2pG0eQLB8CbmmWWmjJi4yd,male,0,,"['reggaeton flow', 'trap latino']",51,23794,spotify:artist:2pG0eQLB8CbmmWWmjJi4yd
Towy,7iXYHQPYLQSz3b3hbPJpk3,male,0,,['reggaeton flow'],52,18338,spotify:artist:7iXYHQPYLQSz3b3hbPJpk3
Specktakel,1ErIf1pAAaw5upKsCbqhzz,mixed,0,DE,"['discofox', 'partyschlager']",41,3736,spotify:artist:1ErIf1pAAaw5upKsCbqhzz
Almklausi,3f56dbtoRz7bucWJUeofzK,male,0,DE,"['discofox', 'oktoberfest', 'partyschlager']",44,41147,spotify:artist:3f56dbtoRz7bucWJUeofzK
Mafer González,6Kg2Ds3fFECy9bWqBPdC7W,male,0,,[],30,14647,spotify:artist:6Kg2Ds3fFECy9bWqBPdC7W
Django Wagner,2onmCslqboJDdDoCo7ZPd2,male,49,NL,"['carnaval', 'kermis', 'levenslied']",50,115499,spotify:artist:2onmCslqboJDdDoCo7ZPd2
Max Brodie,08Fba5XNvK4sXAbH68DYPf,male,0,GB,[],34,3396,spotify:artist:08Fba5XNvK4sXAbH68DYPf
Angel Parra,4zVtp9LhWzT5n1w27c0f6l,male,73,CL,"['chilean rock', 'nueva cancion']",35,27846,spotify:artist:4zVtp9LhWzT5n1w27c0f6l
Zé Ricardo & Thiago,4ZUahcHoVxr4lsrfdmhjhV,mixed,11,BR,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",45,339816,spotify:artist:4ZUahcHoVxr4lsrfdmhjhV
RubberBand,7uzBKhYbCKBs53kDrO4Suc,mixed,12,HK,['hong kong rock'],42,92692,spotify:artist:7uzBKhYbCKBs53kDrO4Suc
Pricetagg,1UvsiRB2EarPibq6XRl9Sv,,0,,"['pinoy hip hop', 'pinoy trap', 'tagalog rap']",46,203998,spotify:artist:1UvsiRB2EarPibq6XRl9Sv
CLR,6vCnF48qqPHgVMBEvcbgkU,male,0,,"['pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",47,200390,spotify:artist:6vCnF48qqPHgVMBEvcbgkU
Run–D.M.C.,3CQIn7N5CuRDP8wEI7FiDA,mixed,38,US,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",61,1311200,spotify:artist:3CQIn7N5CuRDP8wEI7FiDA
SZK,6sSuXem86IOpEGNsDqJSSg,male,70,DE,"['icelandic hip hop', 'icelandic pop']",22,3234,spotify:artist:6sSuXem86IOpEGNsDqJSSg
Skrapz,67R8l2OLqGwA9V4BKllYQY,male,0,,"['grime', 'uk hip hop']",52,104973,spotify:artist:67R8l2OLqGwA9V4BKllYQY
Brent Rivera,1q9C5XlekzXbRLIuLCDTre,female,0,,['social media pop'],24,151068,spotify:artist:1q9C5XlekzXbRLIuLCDTre
Pezão,2UiLeUnwb6HIGBjyp6BK8J,,0,,['batidao romantico'],15,27645,spotify:artist:2UiLeUnwb6HIGBjyp6BK8J
Betta Lemme,1WZLagiBdNltn918sr8kkw,female,27,,['canadian electropop'],35,27218,spotify:artist:1WZLagiBdNltn918sr8kkw
The Temper Trap,4W48hZAnAHVOC2c8WH8pcq,mixed,15,AU,"['indietronica', 'modern rock', 'shimmer pop']",63,701599,spotify:artist:4W48hZAnAHVOC2c8WH8pcq
Psycho Rhyme,40pdpBqmzrhobrnKocs4uA,,0,,"['czech hip hop', 'czsk emo rap', 'czsk hip hop']",40,90789,spotify:artist:40pdpBqmzrhobrnKocs4uA
Stephanie Cheng,6qAoh45c4dsSqxNhp845SQ,female,35,HK,['cantopop'],39,47452,spotify:artist:6qAoh45c4dsSqxNhp845SQ
Spens,7aJ3XiEqaKGFJKSpCzZPQu,male,0,PL,['bulgarian hip hop'],38,1599,spotify:artist:7aJ3XiEqaKGFJKSpCzZPQu
Jiri11,6RxMqY900Xpza3Kh9j86Mn,male,0,NL,"['dutch hip hop', 'maluku pop']",30,6409,spotify:artist:6RxMqY900Xpza3Kh9j86Mn
Dokkeytino,2LGzzsimaBumgXL5eRCEvE,,0,CZ,"['czech hip hop', 'czsk hip hop', 'slovak trap']",37,12520,spotify:artist:2LGzzsimaBumgXL5eRCEvE
GFRIEND,0qlWcS66ohOIi0M8JZwPft,mixed,5,KR,"['k-pop', 'k-pop girl group']",58,1590317,spotify:artist:0qlWcS66ohOIi0M8JZwPft
Herbert Grönemeyer,5tG5dl5mS2wB5w72YBpsyg,male,64,DE,"['german pop', 'german rock', 'liedermacher']",55,794833,spotify:artist:5tG5dl5mS2wB5w72YBpsyg
Sarah Suhairi,4cp5lD2rybf8yNVDEKy7Nh,,0,ID,['malaysian pop'],29,70750,spotify:artist:4cp5lD2rybf8yNVDEKy7Nh
Niila,25PzS3ToWjTF5cznfaYpFq,mixed,13,DE,[],29,10052,spotify:artist:25PzS3ToWjTF5cznfaYpFq
OG3NE,1SiCF4gVjnR5iAIwk1nkXo,mixed,13,NL,['dutch pop'],39,77439,spotify:artist:1SiCF4gVjnR5iAIwk1nkXo
J-One,1AJGl6xhmrYnhCnzMvlTEV,,0,NZ,['future garage'],7,1181,spotify:artist:1AJGl6xhmrYnhCnzMvlTEV
Newyorkeeno,0hnqMJDdZHVOyl5zhTwEnR,,0,,[],10,9,spotify:artist:0hnqMJDdZHVOyl5zhTwEnR
LOTTE,3gqabzO7zvHVzAIT0Nxqa3,female,83,AT,['german pop'],51,218433,spotify:artist:3gqabzO7zvHVzAIT0Nxqa3
Schubi AKpella,2SveKtmknwwMpYJtuFkYZj,,0,,['german hip hop'],47,43942,spotify:artist:2SveKtmknwwMpYJtuFkYZj
Nerone,7kG6A2lZMXeaD5YkubF5Kn,male,0,IT,['italian hip hop'],45,166653,spotify:artist:7kG6A2lZMXeaD5YkubF5Kn
Julie Gonzalez,3hBl78zLmIsVznHGJdQU9X,mixed,50,GB,[],25,248,spotify:artist:3hBl78zLmIsVznHGJdQU9X
Eugenio Esquivel,5HeN1Iza4nZe03sFlonddz,male,59,ES,[],61,22239,spotify:artist:5HeN1Iza4nZe03sFlonddz
Amar Azul,04TVfWdJWbfH0FOT2zA1Tg,mixed,0,,"['chicha', 'cumbia chilena', 'cumbia villera']",59,760831,spotify:artist:04TVfWdJWbfH0FOT2zA1Tg
David Benjamin,5eTeHyszhixBkqm4L9xrjW,,0,,['dutch singer-songwriter'],39,14181,spotify:artist:5eTeHyszhixBkqm4L9xrjW
De Nattergale,4m8RWSTxfjqHFo2NlLnjix,mixed,37,DK,"['classic danish pop', 'dansktop']",42,11108,spotify:artist:4m8RWSTxfjqHFo2NlLnjix
Puch Flow,7nqJaTROaPCvMwg2yH7NQ3,,0,,[],35,417,spotify:artist:7nqJaTROaPCvMwg2yH7NQ3
Slogan,64Eb4jttIVIP6T2qVBP8wh,,0,DK,"['greek hip hop', 'greek trap']",33,38656,spotify:artist:64Eb4jttIVIP6T2qVBP8wh
Pastora Soler,6nh96lsvDLuCVpgpfjeYnM,female,41,ES,"['latin arena pop', 'pop flamenco', 'spanish pop', 'spanish pop rock']",48,408132,spotify:artist:6nh96lsvDLuCVpgpfjeYnM
Ricky Reed,5Q7Fmn2aPAdijQIUzobRdZ,male,37,US,[],31,9220,spotify:artist:5Q7Fmn2aPAdijQIUzobRdZ
Klaas,25sJFKMqDENdsTF7zRXoif,male,39,DE,['german dance'],62,120532,spotify:artist:25sJFKMqDENdsTF7zRXoif
WIP Bros,2W4S38H7nVYzH3O3m8CqM4,,0,,['polish viral rap'],26,48767,spotify:artist:2W4S38H7nVYzH3O3m8CqM4
Ekipa,4rneSQYWhgIT9pMX2NwpeM,mixed,0,,['polish viral pop'],43,455584,spotify:artist:4rneSQYWhgIT9pMX2NwpeM
Patrick Jørgensen,5IdCpGeu22vX9cXMCdpGWp,male,0,,[],24,27398,spotify:artist:5IdCpGeu22vX9cXMCdpGWp
RobGz,7y5vacxuCM2lyUEEPnQcwd,,0,,['trap latino'],47,22996,spotify:artist:7y5vacxuCM2lyUEEPnQcwd
Misha,3N4G96S1HuX3sMrUq3HhKx,female,45,SK,['czsk viral pop'],18,4915,spotify:artist:3N4G96S1HuX3sMrUq3HhKx
Diana Navarro,2UPK6yJypnotLzHuUBiVa2,female,42,ES,"['copla', 'spanish pop']",45,105091,spotify:artist:2UPK6yJypnotLzHuUBiVa2
Georgina,71cjWNRukkIF8Ulh006x3b,female,40,NL,['latin arena pop'],44,42402,spotify:artist:71cjWNRukkIF8Ulh006x3b
Fababy,1ufm09MhiuoHpIFkbcIZGx,male,32,FR,"['french hip hop', 'pop urbaine']",41,180965,spotify:artist:1ufm09MhiuoHpIFkbcIZGx
Conchita Wurst,1TGdxJ3UvFq055SVjwx49v,female,40,ES,['strut'],34,50545,spotify:artist:1TGdxJ3UvFq055SVjwx49v
Rulo y la contrabanda,0ewtf5KcA50GVkF6FBXOcs,mixed,0,ES,"['cantautor', 'latin arena pop', 'spanish pop', 'spanish rock']",49,181595,spotify:artist:0ewtf5KcA50GVkF6FBXOcs
Pedro Guerra,2GrNjfw23jqL1NTopPlc6c,male,54,ES,"['cantautor', 'musica canaria', 'nueva cancion', 'trova']",52,199194,spotify:artist:2GrNjfw23jqL1NTopPlc6c
Efecto Mariposa,2fFrIDTV1Tk8MwAv4OJiY5,mixed,0,ES,"['spanish pop', 'spanish pop rock']",45,246924,spotify:artist:2fFrIDTV1Tk8MwAv4OJiY5
David Summers,38DCnAQ5QAcMW9TSnsgYGt,male,56,ES,[],46,19722,spotify:artist:38DCnAQ5QAcMW9TSnsgYGt
Pitingo,4ByxGModIR7nXk4ZaVFdfO,male,40,ES,"['pop flamenco', 'rumba', 'spanish pop']",48,140367,spotify:artist:4ByxGModIR7nXk4ZaVFdfO
Rosana,5ttV0N9HvMH3KLqNKcS2M0,female,56,ES,"['cantautor', 'latin pop', 'mexican pop', 'musica canaria', 'spanish pop']",56,858557,spotify:artist:5ttV0N9HvMH3KLqNKcS2M0
ELENA,6OCqShu6SL11NqhFIUaXzg,female,0,,[],14,968,spotify:artist:6OCqShu6SL11NqhFIUaXzg
Resistiré 2020,6mBHjsMML6XGuqjaDH1iqW,,0,GB,['musical advocacy'],41,9767,spotify:artist:6mBHjsMML6XGuqjaDH1iqW
Jose Merce,7p5J8SfKU9Rulp7tcA53G8,male,65,ES,"['cante flamenco', 'flamenco', 'rumba']",49,206807,spotify:artist:7p5J8SfKU9Rulp7tcA53G8
Mikel Erentxun,7thnnayFyJnVOAJrpe5wMC,male,55,ES,"['cantautor', 'spanish new wave', 'spanish pop']",53,151917,spotify:artist:7thnnayFyJnVOAJrpe5wMC
Muniek Staszczyk,10JL3Itycb70lP4ZIA6qjp,male,56,PL,['polish alternative rock'],28,8021,spotify:artist:10JL3Itycb70lP4ZIA6qjp
Blac Youngsta,41klVmDluQZmGGqoidNfbe,,0,,"['memphis hip hop', 'southern hip hop', 'trap']",48,1669094,spotify:artist:41klVmDluQZmGGqoidNfbe
Flux Pavilion,7muzHifhMdnfN1xncRLOqk,male,31,GB,"['brostep', 'classic dubstep', 'complextro', 'edm', 'electro house']",54,725748,spotify:artist:7muzHifhMdnfN1xncRLOqk
The Barden Bellas,2BaKphge9AdjZIxQqv7WoQ,mixed,0,US,['a cappella'],53,175525,spotify:artist:2BaKphge9AdjZIxQqv7WoQ
Paul Williams,3f626JSVauIhTQgatsFcs4,male,79,GB,[],48,19829,spotify:artist:3f626JSVauIhTQgatsFcs4
Belma Şahin,7Bcd1EfpbCeiW6aCJpRDQs,,0,,[],34,22538,spotify:artist:7Bcd1EfpbCeiW6aCJpRDQs
Karetus,5SVGhU7cTodC79weaAmjYy,mixed,10,PT,"['hip hop tuga', 'portuguese pop']",37,43950,spotify:artist:5SVGhU7cTodC79weaAmjYy
Flexxy 2115,56znIsN2NyCMzIctR2xknQ,,0,,[],52,7525,spotify:artist:56znIsN2NyCMzIctR2xknQ
Jeffrey James,0Bm5cFUEv8FGx1wEekHj0D,male,0,,[],30,5058,spotify:artist:0Bm5cFUEv8FGx1wEekHj0D
Labello,61vDDKyVrpOG3it5bAC8kt,,0,,"['czech hip hop', 'czsk hip hop']",40,17028,spotify:artist:61vDDKyVrpOG3it5bAC8kt
Campsite Dream,69VkQLf4DH7GJ68BCDOPKL,,0,,['deep tropical house'],46,97299,spotify:artist:69VkQLf4DH7GJ68BCDOPKL
Inno Genga,29cBzYwqCZF4fjCisS8UvU,male,0,GB,['tamil pop'],48,23156,spotify:artist:29cBzYwqCZF4fjCisS8UvU
JUDY AND MARY,7unNuvk3OEqGmegHTaxRA9,mixed,28,JP,"['anime', 'classic j-pop', 'j-pop', 'j-rock']",50,697198,spotify:artist:7unNuvk3OEqGmegHTaxRA9
Lalahuta,2DdKH7Twy3EsbCM3rofqFJ,,0,,['indonesian pop'],36,98534,spotify:artist:2DdKH7Twy3EsbCM3rofqFJ
El Mentado Lino Hernandez,0gD5zwSbGdMkJjWh3ABj3q,male,46,FR,[],30,2100,spotify:artist:0gD5zwSbGdMkJjWh3ABj3q
Fiorella Mannoia,5VxhGHbcuvqTLRUWzBUN8L,female,66,IT,"['classic italian pop', 'italian adult pop']",47,426679,spotify:artist:5VxhGHbcuvqTLRUWzBUN8L
Cieloazul,2mFYQhy4Pcp2yvzuZQN9Dw,,0,,[],47,2367,spotify:artist:2mFYQhy4Pcp2yvzuZQN9Dw
KAMI WA SAIKORO WO FURANAI,2FqdskWqZqDdlSnAIo9BGA,,0,,[],45,126876,spotify:artist:2FqdskWqZqDdlSnAIo9BGA
Hubert Wu,0OZ5IlVdYIK1Et3nW6aTO5,male,30,HK,['cantopop'],39,70556,spotify:artist:0OZ5IlVdYIK1Et3nW6aTO5
Tima Belorusskih,0bOSNnz9bGAUlV3OJ3rnQW,male,21,BY,"['belarusian hip hop', 'belarusian pop', 'russian hip hop', 'russian pop']",47,355412,spotify:artist:0bOSNnz9bGAUlV3OJ3rnQW
Thalapathy Vijay,0fhunuOz2OuOEr3YK5ctSm,male,0,IN,['kollywood'],63,414532,spotify:artist:0fhunuOz2OuOEr3YK5ctSm
Dayme y El High,4JreHVYyb6GqE2BU03Kx96,mixed,0,CO,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",51,278771,spotify:artist:4JreHVYyb6GqE2BU03Kx96
Jaqe,6GFNszjoVtonHtwNFGUABT,male,0,SE,"['swedish hip hop', 'swedish trap']",33,4148,spotify:artist:6GFNszjoVtonHtwNFGUABT
Duvchi,0Pv1zES3REvZ4OuYrW2tGc,male,37,SE,"['swedish indie pop', 'swedish soul']",28,7251,spotify:artist:0Pv1zES3REvZ4OuYrW2tGc
Ensiferum,0krXCIkthz13P8o0v2tksH,male,34,IT,"['finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'metal', 'nordic folk metal', 'power metal', 'symphonic metal', 'viking metal']",44,306494,spotify:artist:0krXCIkthz13P8o0v2tksH
Masew,3nGqUwkJHiLPDECMVrX1Sq,,0,,['v-pop'],51,592826,spotify:artist:3nGqUwkJHiLPDECMVrX1Sq
Alex Vargas,3kdU3J8t1HUPZqFyScP8SF,male,32,,['danish pop'],39,55375,spotify:artist:3kdU3J8t1HUPZqFyScP8SF
Tchami,1KpCi9BOfviCVhmpI4G2sY,male,0,FR,"['deep groove house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive house']",55,404797,spotify:artist:1KpCi9BOfviCVhmpI4G2sY
Vito Bambino,5XGkLMcwitYFdwroktQs7o,male,32,PL,"['polish alternative', 'polish pop']",60,149629,spotify:artist:5XGkLMcwitYFdwroktQs7o
David Whistle,7Hq6EHWg4kFI4BtsRx1MpO,male,0,,[],43,8416,spotify:artist:7Hq6EHWg4kFI4BtsRx1MpO
Kyle Juliano,7aD2Ni3fUu66gklUFlvJi5,,0,,['opm'],39,237905,spotify:artist:7aD2Ni3fUu66gklUFlvJi5
Meg Mac,4faUajx9k93O56nlmpkOuz,female,30,AU,['australian indie'],41,127700,spotify:artist:4faUajx9k93O56nlmpkOuz
Faija,4gwcqP9KI7qqpvKGLKBY6k,,0,,['finnish dance pop'],41,5015,spotify:artist:4gwcqP9KI7qqpvKGLKBY6k
V:RGO,556XyBuO17TCo0Bviw5nCW,,0,TR,"['balkan trap', 'bulgarian pop', 'bulgarian trap', 'chalga']",46,120916,spotify:artist:556XyBuO17TCo0Bviw5nCW
婁峻碩,40sntfyZsRwGfDgSJnxYuX,female,31,CN,"['mandopop', 'taiwan hip hop']",45,115585,spotify:artist:40sntfyZsRwGfDgSJnxYuX
Bekon,4VWnuR2hpj6DZNfcpe4e3M,,0,,['la pop'],32,6664,spotify:artist:4VWnuR2hpj6DZNfcpe4e3M
Fred again..,4oLeXFyACqeem2VImYeBFe,,0,,"['edm', 'house', 'stutter house']",75,1126962,spotify:artist:4oLeXFyACqeem2VImYeBFe
BlackJack,0NRCBhMWztpOQkRkrepakm,mixed,0,NZ,"['classic swedish pop', 'dansband']",42,34369,spotify:artist:0NRCBhMWztpOQkRkrepakm
Owl City,07QEuhtrNmmZ0zEcqE9SF6,male,34,US,"['indietronica', 'pop']",66,2410127,spotify:artist:07QEuhtrNmmZ0zEcqE9SF6
Sturla Atlas,7yuLFZmY5CuPf81al33Ot2,mixed,0,IS,['icelandic pop'],19,5792,spotify:artist:7yuLFZmY5CuPf81al33Ot2
Peggy Lee,602DnpaSXJB4b9DZrvxbDc,female,81,US,"['adult standards', 'torch song', 'vocal jazz']",60,428148,spotify:artist:602DnpaSXJB4b9DZrvxbDc
Gli Autogol,3VTfnGHCLkUJvKK85Au71J,mixed,0,,[],25,33970,spotify:artist:3VTfnGHCLkUJvKK85Au71J
DJ BLACKOUT,2vMpQSWmDkQBbcZ0cXrv1v,mixed,55,PL,['punjabi pop'],34,796,spotify:artist:2vMpQSWmDkQBbcZ0cXrv1v
Dj Money Willz,2yMuRvcpgDAJ3iQSAVmafm,male,0,US,['punjabi pop'],33,348,spotify:artist:2yMuRvcpgDAJ3iQSAVmafm
Olszakumpel,3a1dEAwuUq0r3u1Np9ILJ1,,0,,['polish hip hop'],47,111094,spotify:artist:3a1dEAwuUq0r3u1Np9ILJ1
Ezzari,3RsYUwemRpPK8fXJigvmbp,,0,,['norwegian pop rap'],19,15060,spotify:artist:3RsYUwemRpPK8fXJigvmbp
Jahlani,4PdkNr48esgsR2BczZfCSc,male,0,,[],24,304,spotify:artist:4PdkNr48esgsR2BczZfCSc
Alejandro González,2SzdXGFgRUgygnqrqmsW9W,male,0,CO,['pop reggaeton'],42,29207,spotify:artist:2SzdXGFgRUgygnqrqmsW9W
Stellan Skarsgård,0SzZQUkmQ2VPihJ7P64IGq,male,69,SE,['movie tunes'],53,1577,spotify:artist:0SzZQUkmQ2VPihJ7P64IGq
